order_id,quantity,unit_price_chf,discount_pct,customer_loyalty_years,order_month,is_weekend,cat_Elektronik,cat_Haushalt,cat_Kleidung,cat_Sport,land_Deutschland,land_Frankreich,zahlung_Twint,zahlung_Rechnung,total_price_chf
1107,3,45.03,0,6.2,5,0,0,0,1,0,0,0,1,0,121.94
1108,2,38.93,0,0.8,6,0,0,0,1,0,1,0,1,0,79.95
1109,1,172.36,10,0.8,8,0,1,0,0,0,0,0,0,0,155.77
1110,8,21.27,20,2.6,8,1,0,0,0,0,0,1,0,0,141.37
1111,1,42.81,0,2.2,1,0,0,0,1,0,1,0,0,1,44.55
1112,8,237.39,10,1.0,11,0,1,0,0,0,1,0,1,0,1791.66
1113,1,44.2,5,1.7,8,0,0,0,1,0,0,0,0,1,40.74
1114,7,57.37,15,0.7,12,1,0,1,0,0,0,1,0,1,399.28
1115,3,112.04,0,2.2,6,0,1,0,0,0,0,0,1,0,342.42
1116,5,18.46,20,0.3,8,0,0,0,0,0,0,0,0,0,62.84
1117,3,71.45,10,0.3,6,0,0,0,0,1,0,0,1,0,177.45
1118,4,65.74,15,0.8,11,1,0,0,0,1,1,0,0,0,192.39
1119,4,56.19,0,0.0,10,0,0,0,1,0,0,0,1,0,225.07
1120,5,58.22,20,0.5,11,1,0,1,0,0,0,1,0,1,230.61
1121,4,73.92,10,1.3,7,1,0,1,0,0,1,0,1,0,256.14
1122,5,60.67,0,0.8,10,0,0,1,0,0,0,0,0,0,352.15
1123,7,181.21,20,0.3,5,0,1,0,0,0,0,0,0,0,1059.34
1124,4,44.28,15,9.0,6,1,0,0,1,0,0,0,0,1,159.3
1125,3,180.12,0,3.5,10,0,1,0,0,0,1,0,0,0,500.11
1126,2,58.92,5,0.5,1,0,0,0,1,0,1,0,0,0,103.0
1127,3,26.21,0,3.3,9,0,0,0,1,0,0,0,0,0,78.86
1128,2,115.15,5,4.6,1,0,1,0,0,0,1,0,0,0,221.81
1129,2,162.4,20,2.5,7,0,1,0,0,0,0,0,0,0,221.25
1130,8,60.16,20,0.1,6,0,0,1,0,0,1,0,1,0,379.47
1131,1,202.36,0,1.5,6,1,1,0,0,0,0,1,0,0,202.59
1132,4,23.87,20,1.3,6,1,0,0,0,0,1,0,0,0,75.07
1133,7,55.85,5,1.4,6,1,0,1,0,0,1,0,0,0,347.23
1134,8,53.25,10,0.2,5,0,0,0,1,0,1,0,0,0,366.85
1135,2,71.13,15,2.3,6,0,0,1,0,0,0,0,0,0,119.21
1136,2,185.96,5,3.8,7,0,1,0,0,0,0,0,1,0,355.89
1137,3,25.81,5,0.2,10,1,0,0,0,0,0,0,0,0,77.12
1138,5,47.21,5,0.6,7,0,0,0,1,0,0,0,0,0,243.64
1139,8,67.42,20,0.0,8,0,0,0,0,1,1,0,0,0,421.33
1140,2,202.61,0,3.1,11,0,1,0,0,0,1,0,0,0,390.43
1141,2,45.9,0,8.7,12,0,0,0,1,0,0,1,0,0,95.01
1142,3,45.01,0,0.0,2,0,0,0,1,0,0,0,0,0,141.63
1143,7,27.83,0,4.1,9,0,0,0,0,0,1,0,0,1,188.04
1144,1,33.53,0,1.1,3,0,0,1,0,0,0,0,0,0,35.65
1145,4,33.52,0,5.2,3,0,0,0,1,0,0,0,1,0,144.59
1146,1,35.38,0,6.8,10,0,0,0,1,0,1,0,0,0,39.04
1147,2,42.06,15,2.9,1,1,0,0,1,0,0,1,0,0,81.67
1148,8,57.25,0,0.2,11,1,0,1,0,0,1,0,0,0,426.25
1149,1,32.79,5,1.4,10,1,0,0,1,0,0,0,1,0,31.19
1150,3,148.08,15,0.3,12,0,1,0,0,0,1,0,0,1,377.94
1151,8,63.38,15,8.5,9,1,0,0,0,1,0,0,0,0,427.6
1152,5,31.73,5,1.2,11,0,0,0,0,0,0,1,0,0,142.89
1153,1,238.38,0,0.5,2,0,1,0,0,0,1,0,0,0,210.05
1154,4,55.55,20,0.6,11,1,0,1,0,0,0,0,0,0,179.08
1155,8,168.22,15,6.1,2,1,1,0,0,0,0,0,1,0,1073.58
1156,4,47.59,10,0.2,4,0,0,1,0,0,0,0,0,0,172.5
1157,5,29.54,0,2.4,2,0,0,0,1,0,0,1,0,0,138.32
1158,5,58.74,0,4.0,5,1,0,1,0,0,0,0,0,1,267.86
1159,6,61.53,0,0.9,9,0,0,0,0,1,1,0,0,0,376.1
1160,2,73.85,0,2.0,4,0,0,0,0,1,1,0,0,0,149.48
1161,7,128.15,20,1.5,10,0,1,0,0,0,0,0,1,0,750.9
1162,8,18.98,0,1.1,8,1,0,0,0,0,0,0,0,0,178.39
1163,2,46.2,0,0.9,8,0,0,0,1,0,0,1,0,0,94.45
1164,7,191.87,20,0.1,12,1,1,0,0,0,0,0,0,0,1116.17
1165,7,64.51,15,0.6,6,1,0,1,0,0,0,0,0,1,350.75
1166,6,34.3,0,0.4,5,1,0,0,1,0,1,0,0,0,184.61
1167,3,86.54,0,1.1,12,0,0,0,0,1,1,0,0,0,292.49
1168,4,64.2,5,2.5,7,0,0,0,0,1,0,1,0,0,225.94
1169,7,50.13,10,0.5,8,0,0,0,1,0,0,0,0,0,289.44
1170,2,21.96,20,0.6,4,0,0,0,0,0,0,0,1,0,35.03
1171,7,33.85,20,0.7,3,0,0,0,1,0,0,0,0,0,188.19
1172,8,56.59,20,2.8,3,1,0,1,0,0,0,0,1,0,336.03
1173,6,47.96,0,3.6,3,1,0,0,1,0,0,0,1,0,280.74
1174,3,24.43,0,0.3,3,0,0,0,0,0,0,0,0,1,80.5
1175,5,175.43,5,4.2,9,1,1,0,0,0,0,0,0,0,779.56
1176,1,229.63,0,2.8,1,0,1,0,0,0,0,0,0,1,204.03
1177,8,53.16,0,0.2,8,0,0,0,1,0,0,0,1,0,457.35
1178,3,20.98,0,2.0,12,0,0,0,0,0,1,0,0,0,65.42
1179,1,24.97,20,1.6,10,0,0,0,0,0,1,0,1,0,18.98
1180,7,101.11,0,1.3,5,1,0,0,0,1,0,0,0,1,618.19
1181,6,29.76,0,0.1,1,0,0,0,0,0,0,0,0,0,167.92
1182,5,17.14,0,1.9,11,0,0,0,0,0,0,0,0,1,85.32
1183,1,49.99,0,1.4,1,0,0,1,0,0,0,0,0,0,54.65
1184,7,57.03,5,0.6,9,0,0,0,1,0,0,0,1,0,347.8
1185,6,60.71,0,1.1,9,0,0,0,0,1,0,0,0,1,361.8
1186,7,45.72,20,2.6,3,1,0,1,0,0,0,0,0,0,269.86
1187,7,41.06,0,0.1,9,1,0,0,1,0,0,0,0,1,232.67
1188,2,193.62,5,1.0,3,0,1,0,0,0,0,0,0,0,398.3
1189,2,73.62,10,3.3,3,0,0,0,0,1,0,0,1,0,119.98
1190,8,39.73,10,1.0,10,0,0,0,1,0,0,0,1,0,293.65
1191,5,19.33,15,3.5,12,0,0,0,0,0,1,0,0,0,83.77
1192,4,39.23,0,0.3,4,0,0,0,1,0,1,0,0,0,170.54
1193,3,151.5,5,2.7,12,0,1,0,0,0,1,0,0,0,450.81
1194,6,105.8,15,5.0,11,0,0,0,0,1,0,0,0,0,436.96
1195,7,189.64,20,0.3,10,0,1,0,0,0,1,0,0,0,995.31
1196,1,208.73,10,3.2,2,0,1,0,0,0,0,0,0,0,189.93
1197,5,54.72,10,0.5,4,0,0,1,0,0,0,0,0,0,242.4
1198,8,21.26,20,0.2,9,1,0,0,0,0,1,0,0,0,141.26
1199,3,156.88,10,0.2,12,1,1,0,0,0,0,0,1,0,450.32
1200,3,23.52,20,0.9,10,1,0,0,1,0,0,0,1,0,59.2
1201,8,56.4,0,0.0,6,0,0,0,0,1,1,0,1,0,443.47
1202,1,14.83,0,0.5,3,0,0,0,0,0,0,1,0,0,12.64
1203,4,35.7,0,0.9,12,1,0,1,0,0,0,1,0,1,137.6
1204,4,141.27,0,1.1,4,0,1,0,0,0,0,0,1,0,583.9
1205,7,222.93,5,0.4,5,0,1,0,0,0,0,0,0,0,1353.16
1206,2,44.64,0,0.7,12,0,0,0,1,0,1,0,0,0,93.79
1207,4,221.81,0,0.4,7,0,1,0,0,0,0,0,1,0,951.72
1208,2,64.44,5,0.5,4,1,0,1,0,0,1,0,0,0,123.68
1209,7,205.35,10,2.2,1,0,1,0,0,0,0,0,1,0,976.61
1210,6,50.27,20,1.0,6,1,0,1,0,0,0,0,0,1,216.62
1211,4,82.07,15,2.5,12,0,0,0,0,1,0,0,0,0,321.14
1212,4,67.87,0,0.5,6,1,0,1,0,0,1,0,0,0,259.61
1213,2,161.32,0,0.0,9,1,1,0,0,0,0,0,0,1,271.43
1214,8,82.55,15,1.4,4,0,0,0,0,1,0,0,1,0,616.81
1215,6,82.64,0,2.3,10,1,0,0,0,1,0,0,0,0,496.37
1216,3,67.58,5,0.2,10,0,0,0,0,1,0,0,0,1,209.63
1217,4,143.62,0,2.0,8,0,1,0,0,0,0,0,0,1,587.21
1218,6,141.63,0,0.2,10,0,1,0,0,0,1,0,1,0,880.95
1219,6,22.34,10,0.6,7,0,0,0,0,0,0,0,1,0,124.14
1220,4,47.65,0,1.5,5,0,0,0,1,0,1,0,0,0,201.24
1221,3,38.58,0,0.2,9,0,0,0,1,0,0,1,0,0,136.83
1222,6,45.22,10,1.8,11,0,0,0,1,0,0,0,1,0,263.16
1223,6,66.16,0,1.4,11,0,0,1,0,0,0,0,0,0,346.77
1224,5,24.45,10,1.9,3,0,0,0,0,0,1,0,1,0,113.96
1225,1,57.57,0,0.1,9,0,0,0,1,0,0,0,0,1,62.83
1226,4,27.06,5,0.5,1,1,0,0,0,0,0,0,0,0,112.72
1227,5,147.56,15,3.0,7,0,1,0,0,0,0,1,1,0,605.73
1228,8,78.18,0,0.0,7,0,0,1,0,0,0,1,0,0,683.73
1229,5,54.27,15,3.1,5,0,0,1,0,0,1,0,0,1,247.77
1230,3,213.85,15,2.3,12,0,1,0,0,0,0,0,0,0,657.54
1231,5,182.2,20,0.2,11,0,1,0,0,0,1,0,1,0,685.07
1232,2,41.66,0,0.3,1,1,0,0,1,0,1,0,1,0,79.94
1233,1,14.84,15,2.7,3,1,0,0,0,0,0,0,0,0,12.31
1234,6,58.15,20,1.2,3,0,0,1,0,0,1,0,1,0,268.17
1235,8,15.82,15,1.0,11,0,0,0,0,0,0,0,1,0,99.92
1236,7,88.06,0,0.6,7,1,0,0,0,1,0,0,1,0,480.18
1237,5,57.29,15,1.0,9,0,0,0,1,0,0,0,1,0,235.02
1238,1,64.24,0,0.8,10,0,0,0,0,1,0,0,0,1,66.14
1239,8,189.78,10,1.0,10,0,1,0,0,0,0,0,0,0,1312.5
1240,4,156.5,5,3.2,2,1,1,0,0,0,1,0,1,0,686.78
1241,3,66.52,5,0.1,2,0,0,0,0,1,0,1,0,0,189.78
1242,8,85.46,5,3.9,5,0,0,0,0,1,0,0,1,0,716.58
1243,6,44.69,0,0.6,5,0,0,0,1,0,1,0,1,0,273.75
1244,6,78.79,5,0.6,9,0,0,1,0,0,0,1,0,0,478.79
1245,3,54.79,20,2.0,2,1,0,1,0,0,0,0,0,0,134.43
1246,8,25.96,5,3.5,5,0,0,0,0,0,0,0,0,1,218.9
1247,4,61.05,0,1.5,3,0,0,1,0,0,0,0,0,0,245.29
1248,5,51.45,20,0.5,3,0,0,0,1,0,0,0,1,0,213.97
1249,7,41.38,0,0.2,3,0,0,0,1,0,1,0,0,0,298.15
1250,6,44.6,5,1.0,3,0,0,0,1,0,0,0,0,1,248.36
1251,2,58.75,5,0.1,7,0,0,1,0,0,0,0,0,0,115.24
1252,3,18.69,5,3.4,5,0,0,0,0,0,0,0,0,0,62.79
1253,3,50.36,20,0.6,6,0,0,0,1,0,0,0,0,1,118.25
1254,8,50.27,0,2.3,6,0,0,0,1,0,0,1,0,1,415.66
1255,6,49.81,20,2.9,9,0,0,0,1,0,0,0,0,0,263.15
1256,3,95.75,0,1.5,11,1,0,0,0,1,0,0,0,0,313.45
1257,6,94.57,15,2.4,7,1,0,0,0,1,0,0,1,0,482.76
1258,6,167.85,10,1.5,8,0,1,0,0,0,0,0,0,1,733.57
1259,4,192.09,0,0.8,9,0,1,0,0,0,0,0,0,0,800.12
1260,4,53.27,0,2.3,9,0,0,1,0,0,0,0,1,0,175.25
1261,8,180.76,15,2.1,2,1,1,0,0,0,0,0,1,0,1373.71
1262,5,66.9,10,0.3,12,0,0,0,0,1,0,0,1,0,305.13
1263,2,58.12,10,2.6,2,1,0,0,1,0,1,0,1,0,112.98
1264,6,191.78,0,0.8,5,1,1,0,0,0,1,0,1,0,1067.64
1265,5,21.14,10,4.8,8,0,0,0,0,0,1,0,0,0,83.31
1266,5,218.67,20,3.3,5,0,1,0,0,0,1,0,0,1,892.93
1267,6,27.42,0,1.3,3,1,0,0,1,0,1,0,0,1,164.08
1268,8,114.74,5,1.7,12,0,1,0,0,0,0,0,1,0,837.73
1269,3,205.79,5,0.3,1,0,1,0,0,0,0,0,0,0,590.47
1270,4,181.96,20,1.2,3,1,1,0,0,0,0,0,0,0,711.18
1271,2,188.11,0,1.1,12,1,1,0,0,0,0,0,1,0,401.34
1272,6,137.02,5,0.8,9,0,1,0,0,0,1,0,0,0,846.59
1273,4,179.25,15,1.1,2,1,1,0,0,0,0,0,0,1,650.6
1274,3,81.64,0,7.5,10,1,0,1,0,0,1,0,0,0,273.91
1275,6,86.13,15,0.3,12,0,0,0,0,1,0,1,1,0,432.58
1276,4,46.37,15,0.2,2,0,0,0,1,0,0,0,0,1,131.74
1277,4,41.44,15,1.1,5,1,0,0,1,0,0,1,0,0,138.77
1278,4,55.74,10,0.7,6,0,0,1,0,0,0,0,0,0,213.69
1279,3,13.57,15,1.9,2,0,0,0,0,0,0,1,1,0,31.92
1280,2,23.02,15,0.5,3,0,0,0,0,0,0,0,1,0,38.58
1281,7,207.39,20,3.5,3,0,1,0,0,0,0,0,0,0,1097.11
1282,1,128.95,0,3.0,3,1,1,0,0,0,0,0,1,0,144.44
1283,3,39.64,5,0.4,5,0,0,0,1,0,0,0,0,1,119.75
1284,6,35.62,10,0.2,6,0,0,0,1,0,0,0,0,0,202.37
1285,2,49.57,0,2.0,3,1,0,1,0,0,0,1,0,0,104.07
1286,6,45.43,15,0.1,4,0,0,0,1,0,1,0,0,0,231.0
1287,6,112.47,15,0.6,3,0,1,0,0,0,0,0,0,0,582.66
1288,6,49.98,10,3.6,10,0,0,0,1,0,0,0,0,0,244.3
1289,3,68.14,0,0.2,3,0,0,1,0,0,0,0,0,0,168.66
1290,1,171.86,0,1.6,11,0,1,0,0,0,0,0,1,0,173.92
1291,8,41.51,5,1.1,7,0,0,0,0,1,0,1,0,0,323.65
1292,3,147.72,10,6.0,10,0,1,0,0,0,0,0,0,1,437.43
1293,7,26.88,15,0.8,8,0,0,0,0,0,0,0,0,0,180.04
1294,2,89.99,10,3.1,4,0,1,0,0,0,0,0,0,0,182.33
1295,2,70.31,20,4.2,8,0,0,0,0,1,0,0,1,0,103.51
1296,7,17.33,20,0.3,4,0,0,0,0,0,0,0,0,1,94.31
1297,8,25.19,10,1.2,2,1,0,0,0,0,1,0,0,0,188.34
1298,7,65.89,0,1.3,4,0,0,0,0,1,1,0,0,0,554.65
1299,7,80.45,10,1.2,4,0,0,0,0,1,0,1,0,0,566.85
1300,2,66.11,0,3.1,2,0,0,1,0,0,1,0,1,0,144.06
